;RowNum,LocalDate,LocalTime,{[MW]AIT_BR_001_ACT},{[MW]AIT_DS_001_ACT},{[MW]CT_BR_001_ACT},{[MW]CT_BR_002_ACT},{[MW]CT_BR_003_ACT},{[MW]CT_PR_001_ACT},{[MW]CT_DS_001_ACT},{[MW]CT_DS_002_ACT},{[MW]CT_DS_003_ACT},{[MW]CT_DS_004_ACT},{[MW]CT_DS_005_ACT},{[MW]CT_DS_006_ACT},{[MW]FIT_BR_001_ACT},{[MW]FIT_BR_002_ACT},{[MW]FIT_BR_003_ACT},{[MW]FIT_DS_001_ACT},{[MW]FIT_DS_003_ACT},{[MW]FIT_DS_004_ACT},{[MW]FIT_DS_005_ACT},{[MW]FIT_DS_006_ACT},{[MW]FIT_DS_007_ACT},{[MW]FIT_PR_001_ACT},{[MW]PT_BR_001_ACT},{[MW]PIT_BR_002_ACT},{[MW]PT_DS_001_ACT},{[MW]PIT_DS_002_ACT},{[MW]PT_DS_003_ACT},{[MW]PT_DS_004_ACT},{[MW]PT_DS_005_ACT},{[MW]PIT_DS_006_ACT},{[MW]PT_DS_007_ACT},{[MW]PT_DS_008_ACT},{[MW]TT_BR_001_ACT},{[MW]TT_DS_001_ACT},{[MW]TT_DS_002_ACT},{[MW]PMP_BR_002_ACT},{[MW]PMP_DS_002_ACT},{[MW]PMP_DS_004_ACT},{[MW]OARO1_Recovery},{[MW]OARO1_DrawDP},{[MW]OARO1_FeedDP},{[MW]OARO1_TMPRESS},{[MW]OARO2_Recovery},{[MW]OARO2_DrawDP},{[MW]OARO2_FeedDP},{[MW]OARO2_TMPRESS},{[MW]RO_Recovery},{[MW]RO_DP},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,11/25/2016,13:20:11,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.15,0.08,25.10,26.52,24.43,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-84.66,0.01,-0.01,-25.08,230.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,11/25/2016,13:20:12,8.24,174.19,-127.96,4.92,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.52,24.43,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.01,-0.01,-25.08,77.78,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,11/25/2016,13:20:13,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.10,26.52,24.43,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.01,-0.01,-25.08,-22.22,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11/25/2016,13:20:14,8.24,173.97,-127.96,4.88,-0.23,-1.08,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.52,24.44,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,-33.33,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,11/25/2016,13:20:15,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.01,-0.01,-25.07,-30.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,11/25/2016,13:20:16,8.24,173.97,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.10,26.53,24.44,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,960.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11/25/2016,13:20:17,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.19,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,811.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11/25/2016,13:20:18,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.15,0.08,25.11,26.52,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.15,-98.86,0.01,-0.01,-25.07,322.22,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11/25/2016,13:20:19,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.52,24.44,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.01,-0.01,-25.08,60.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,11/25/2016,13:20:20,8.24,174.19,-127.96,4.88,-0.23,-1.08,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.52,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.00,-0.01,-25.07,-11.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/25/2016,13:20:21,8.24,173.97,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.10,26.52,24.44,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,988.89,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,11/25/2016,13:20:22,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,411.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,11/25/2016,13:20:23,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.08,-25.07,-0.15,0.08,25.11,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-84.66,0.01,-0.01,-25.08,80.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,11/25/2016,13:20:24,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.10,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,0.01,-0.01,-25.08,20.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,11/25/2016,13:20:25,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.01,-25.08,-25.07,-0.14,0.08,25.10,26.52,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,-20.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,11/25/2016,13:20:26,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.54,24.44,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,-30.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11/25/2016,13:20:27,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.02,-0.01,-25.08,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,11/25/2016,13:20:28,8.24,174.19,-127.96,4.92,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11/25/2016,13:20:29,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,-0.00,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,11/25/2016,13:20:30,8.24,174.19,-127.96,4.88,-0.23,-1.08,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.00,-0.01,-25.07,-55.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11/25/2016,13:20:31,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.11,26.54,24.44,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,0.00,-0.01,-25.07,-55.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11/25/2016,13:20:32,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.01,-25.08,-25.07,-0.15,0.08,25.11,26.53,24.44,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,0.00,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,11/25/2016,13:20:33,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.11,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-84.66,0.00,-0.01,-25.07,-55.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,11/25/2016,13:20:34,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.10,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,0.00,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,11/25/2016,13:20:35,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.10,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-84.66,0.00,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,11/25/2016,13:20:36,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.12,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.00,-0.01,-25.07,-55.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11/25/2016,13:20:37,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.05,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.12,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.00,-0.01,-25.07,1480.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11/25/2016,13:20:38,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.01,-0.01,-25.07,920.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11/25/2016,13:20:39,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.15,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-98.86,0.01,-0.01,-25.08,380.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,11/25/2016,13:20:40,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.07,77.78,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,11/25/2016,13:20:41,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.11,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.00,-0.01,-25.07,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,11/25/2016,13:20:42,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.08,-25.07,-0.15,0.08,25.10,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.23,0.00,0.15,-84.66,-0.00,-0.01,-25.07,-33.33,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,11/25/2016,13:20:43,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.10,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.00,-0.01,-25.07,-44.44,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,11/25/2016,13:20:44,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.11,26.55,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.00,-0.01,-25.07,-55.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,11/25/2016,13:20:45,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.58,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.13,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,11/25/2016,13:20:46,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.13,26.53,24.45,-25.06,-25.06,-25.06,1.#T,-0.21,0.00,0.14,-98.86,0.01,-0.01,-25.07,-40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,11/25/2016,13:20:47,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.58,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.08,-25.07,-0.14,0.08,25.11,26.54,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-98.86,0.01,-0.01,-25.08,920.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,11/25/2016,13:20:48,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.05,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.08,-25.07,-0.14,0.08,25.11,26.55,24.45,-25.06,-25.06,-25.06,1.#T,-0.22,0.00,0.14,-84.66,0.00,-0.01,-25.07,1655.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
